date,1Y,2Y,3Y,5Y,7Y,10Y,15Y
2025-06-30,2.442,2.502,2.561,2.679,2.796,2.971,3.258
2025-07-07,2.486,2.552,2.624,2.78,2.936,3.148,3.408
2025-07-14,2.448,2.544,2.635,2.805,2.957,3.152,3.393
2025-07-21,2.425,2.528,2.627,2.809,2.971,3.177,3.422
2025-07-28,2.534,2.582,2.653,2.831,3.016,3.257,3.502
2025-08-04,2.526,2.632,2.734,2.92,3.086,3.295,3.542
2025-08-11,2.576,2.673,2.765,2.936,3.089,3.284,3.522
2025-08-18,2.574,2.686,2.79,2.975,3.131,3.316,3.512
2025-08-25,2.627,2.718,2.815,2.995,3.152,3.347,3.577
2025-09-01,2.752,2.853,2.948,3.125,3.281,3.48,3.714
2025-09-08,2.759,2.866,2.966,3.148,3.306,3.502,3.738
2025-09-15,2.745,2.758,2.849,3.1,3.327,3.555,3.718
2025-09-22,2.877,2.924,2.971,3.065,3.159,3.301,3.536
2025-09-29,2.828,2.917,3.002,3.159,3.301,3.483,3.71
2025-10-06,2.839,2.929,3.015,3.175,3.32,3.507,3.74
2025-10-13,2.846,2.859,2.926,3.134,3.356,3.624,3.859
2025-10-20,2.849,2.951,3.048,3.228,3.39,3.599,3.861
2025-10-27,2.897,2.981,3.061,3.212,3.351,3.541,3.806
2025-11-03,2.955,2.95,3.011,3.225,3.46,3.742,3.976
2025-11-10,2.932,3.039,3.141,3.328,3.493,3.701,3.949
2025-11-17,2.974,3.064,3.151,3.314,3.465,3.667,3.939
2025-11-24,3.02,3.113,3.202,3.367,3.515,3.708,3.951
2025-12-01,3.09,3.156,3.22,3.347,3.471,3.652,3.939
2025-12-08,3.026,3.129,3.228,3.412,3.577,3.792,4.062
2025-12-15,3.035,3.041,3.105,3.321,3.567,3.885,4.185
2025-12-22,3.058,3.083,3.145,3.332,3.55,3.852,4.186
2025-12-29,3.038,3.15,3.257,3.454,3.63,3.855,4.122
2026-01-05,3.067,3.085,3.153,3.365,3.603,3.912,4.208
2026-01-12,3.14,3.16,3.234,3.465,3.724,4.053,4.34
2026-01-19,3.188,3.3,3.407,3.605,3.783,4.013,4.301
2026-01-26,3.201,3.307,3.407,3.594,3.762,3.979,4.253
2026-02-02,3.231,3.269,3.351,3.573,3.804,4.083,4.322
2026-02-09,3.241,3.29,3.374,3.594,3.822,4.104,4.349
2026-02-16,3.269,3.376,3.477,3.663,3.827,4.033,4.276
2026-02-23,3.264,3.379,3.487,3.684,3.856,4.067,4.296
2026-03-02,3.3,3.366,3.45,3.646,3.847,4.113,4.389
2026-03-09,3.298,3.421,3.535,3.74,3.915,4.126,4.35
2026-03-16,3.425,3.521,3.612,3.78,3.929,4.119,4.345
2026-03-23,3.455,3.56,3.658,3.837,3.991,4.179,4.379
2026-03-30,3.469,3.604,3.724,3.921,4.068,4.214,4.326
2026-04-06,3.565,3.623,3.68,3.794,3.906,4.072,4.341
2026-04-13,3.51,3.603,3.691,3.854,3.997,4.176,4.378
2026-04-20,3.547,3.688,3.81,4.002,4.137,4.26,4.343
2026-04-27,3.552,3.659,3.758,3.933,4.08,4.25,4.416
2026-05-04,3.575,3.676,3.771,3.944,4.094,4.276,4.465
2026-05-11,3.602,3.714,3.815,3.989,4.128,4.284,4.432
2026-05-18,3.626,3.717,3.803,3.963,4.103,4.279,4.48
2026-05-25,3.629,3.718,3.802,3.958,4.096,4.271,4.476
2026-06-01,3.694,3.755,3.815,3.931,4.042,4.198,4.432
2026-06-08,3.666,3.778,3.881,4.061,4.21,4.385,4.575
2026-06-15,3.708,3.819,3.922,4.104,4.257,4.436,4.622
2026-06-22,3.744,3.867,3.977,4.162,4.306,4.463,4.61
2026-06-29,3.759,3.87,3.974,4.163,4.325,4.521,4.72
2026-07-06,3.787,3.884,3.974,4.135,4.272,4.439,4.629
